id,image_id,caption_text
5938,"2195887578_3ba2f29b48.jpg,""Two","men in suits , one wearing a silver medal , stand in front of a blue bus ."""
5939,"2195887578_3ba2f29b48.jpg,""Two","men in suits standing in front of a bus , one is wearing a medal ."""
5940,"2195887578_3ba2f29b48.jpg,Two",men step off the bus together .
5941,"2195887578_3ba2f29b48.jpg,Two",older men in front of a bus .
5942,"2196050115_e236d91f52.jpg,a",boy is aiming a bow and arrow at a target .
5943,"2196050115_e236d91f52.jpg,A",boy is firing a gun at a bullseye attached to a hay barrel .
5944,"2196050115_e236d91f52.jpg,A",boy taking aim at a target on a bale of hay with his bow and arrow .
5945,"2196050115_e236d91f52.jpg,A",young archer aims his bow at a haystack target .
5946,"2196050115_e236d91f52.jpg,Boy",wearing jeans aiming bow and arrow toward target on a hay bale .
5947,"2196107384_361d73a170.jpg,A",man wearing a black hat walks along a road next to a building .
5948,"2196107384_361d73a170.jpg,An",older man in a long sleeved black shirt is walking down a cobblestone street alone .
5949,"2196107384_361d73a170.jpg,a",old man walks down the uncrowded road .
5950,"2196107384_361d73a170.jpg,A",person walking in front of a building .
5951,"2196107384_361d73a170.jpg,The",man is walking near a brown building .
5952,"2196284168_76417efbec.jpg,A",baby boy sucks on the sweater arm of the woman holding him .
5953,"2196284168_76417efbec.jpg,A",baby in a green bib with arms around him .
5954,"2196284168_76417efbec.jpg,A",baby in a high chair .
5955,"2196284168_76417efbec.jpg,A",baby is sitting in his high chair between a person 's arms .
5956,"2196284168_76417efbec.jpg,The",baby is holding someone 's arm .
5957,"2196316998_3b2d63f01f.jpg,A",man grabs the end of a set of bagpipes while another man plays .
5958,"2196316998_3b2d63f01f.jpg,A",man is playing blowing into bagpipes whilst another man tests the tone with an electronic tuner .
5959,"2196316998_3b2d63f01f.jpg,A",man plays a bagpipe while another checks on the instrument .
5960,"2196316998_3b2d63f01f.jpg,Two",men are wearing black hats and carrying bagpipes .
5961,"2196316998_3b2d63f01f.jpg,""Two","men , one playing a bagpipe and one adjusting the bagpipe ."""
5962,"2196846255_2c1635359a.jpg,A",dog standing in the shallow part of the ocean while the waves splash around .
5963,"2196846255_2c1635359a.jpg,A",dog standing in the water .
5964,"2196846255_2c1635359a.jpg,A",wrinkled dog wading in shallow water .
5965,"2196846255_2c1635359a.jpg,The",large brown dog is walking through water in the ocean .
5966,"2196846255_2c1635359a.jpg,The",large brown dog stands in the choppy water .
5967,"2197275664_fabcf3424b.jpg,A",child riding a scooter indoors .
5968,"2197275664_fabcf3424b.jpg,A",girl plays on a red scooter .
5969,"2197275664_fabcf3424b.jpg,Little",girl playing on a scooter in her house .
5970,"2197275664_fabcf3424b.jpg,The",girl is on a red scooter
5971,"2197275664_fabcf3424b.jpg,The",little girl is riding her red scooter .
5972,"219730733_6a55382dd2.jpg,A",man is helping a young girl off a ride at an amusement park .
5973,"219730733_6a55382dd2.jpg,A",man is holding a young child 's hand at a fair .
5974,"219730733_6a55382dd2.jpg,A",man taking a child on a ride at a fair .
5975,"219730733_6a55382dd2.jpg,An",amusement park .
5976,"219730733_6a55382dd2.jpg,The",man in shorts holds the girl 's hand as he leads her along the fence .
5977,"219843859_94b6d0a580.jpg,A",man climbing a cliff face .
5978,"219843859_94b6d0a580.jpg,A",man climbs a sheer cliff face .
5979,"219843859_94b6d0a580.jpg,A",man climbs a steep rock wall using safety ropes .
5980,"219843859_94b6d0a580.jpg,A",man clings to the side of a rock face .
5981,"219843859_94b6d0a580.jpg,A",man is rock climbing with no noticable harness .
5982,"219843860_332e5ca7d4.jpg,a",climber is reaching for a large crack in the rock face .
5983,"219843860_332e5ca7d4.jpg,A",man in a white t-shirt and blue shorts is rock climbing up a sheer face
5984,"219843860_332e5ca7d4.jpg,A",man reaches high to help him during his rock climb .
5985,"219843860_332e5ca7d4.jpg,A",man rock climbing
5986,"219843860_332e5ca7d4.jpg,A",man with a white shirt climbing the side of a cliff .
5987,"2198484810_50a893824a.jpg,A",brown dog is running through an obstacle course .
5988,"2198484810_50a893824a.jpg,A",brown dog jumps over an obstacle .
5989,"2198484810_50a893824a.jpg,A",dog runs through an obstacle course .
5990,"2198484810_50a893824a.jpg,A",small dog jumping over hurdles .
5991,"2198484810_50a893824a.jpg,The",brown dog is jumping over a low rail in a grassy yard .
5992,"2198494923_8159551be4.jpg,A",girl falling down in the snow as another looks on .
5993,"2198494923_8159551be4.jpg,""A","girl in a purple shirt , covered in snow , sliding down a snowy hill ."""
5994,"2198494923_8159551be4.jpg,A",girl in motion on snow-covered ground .
5995,"2198494923_8159551be4.jpg,A",young girl is sliding down a snowbank .
5996,"2198494923_8159551be4.jpg,A",young girl plays in the snow wearing gloves and no coat .
5997,"2198511848_311d8a8c2f.jpg,A",man jumps off a ramp on a snowboard .
5998,"2198511848_311d8a8c2f.jpg,A",snowboarder high in the air .
5999,"2198511848_311d8a8c2f.jpg,A",snowboarder jumps through the air on their snowboard .
6000,"2198511848_311d8a8c2f.jpg,""Snowboarder","flies off of snowy jump , mountains in background ."""
6001,"2198511848_311d8a8c2f.jpg,The",snowboarder is in the middle of a very tall jump
6002,"2198964806_c57b0534d3.jpg,""A","brown and white dog is jumping up , with a stick in its mouth ."""
6003,"2198964806_c57b0534d3.jpg,""A","brown dog , holding a stick ."""
6004,"2198964806_c57b0534d3.jpg,A",brown dog with green collar holding a stick in its mouth .
6005,"2198964806_c57b0534d3.jpg,A",dog in a green collar fetches a stick from the dead leaves .
6006,"2198964806_c57b0534d3.jpg,The",brown and white dog with a green collar is biting a stick .
6007,"2199083344_3aa77f4879.jpg,A",girl in a blue jacket holding a pink bottle in the front of a crowd of other kids .
6008,"2199083344_3aa77f4879.jpg,A",girl in a blue jacket stands in front of a drab crowd while they watch something .
6009,"2199083344_3aa77f4879.jpg,Girl",with blue jacket holding purple jug in crowd
6010,"2199083344_3aa77f4879.jpg,Teen",girl in foreround with crowd faded out in background
6011,"2199083344_3aa77f4879.jpg,The",girl in the blue coat is holding a purple capped water bottle .
6012,"2199200615_85e4c2a602.jpg,A",dog running on green grass with its mouth open and tongue hanging out .
6013,"2199200615_85e4c2a602.jpg,A",dog runs across the grass .
6014,"2199200615_85e4c2a602.jpg,A",dog runs across the grassy field .
6015,"2199200615_85e4c2a602.jpg,""A","white , black , and brown dog runs in a field ."""
6016,"2199200615_85e4c2a602.jpg,a",white dog is running with its mouth open across the grass .
6017,"2199250692_a16b0c2ae1.jpg,A",man is pulling a cart on wheels loaded with nets and is in front of the Ocean Blue Company .
6018,"2199250692_a16b0c2ae1.jpg,A",man pulling around some odd thing on wheels .
6019,"2199250692_a16b0c2ae1.jpg,A",person walks with an artistic contraption in front of the Ocean Blue Company .
6020,"2199250692_a16b0c2ae1.jpg,Man",pulling a cart in the street .
6021,"2199250692_a16b0c2ae1.jpg,The",man in the hat and sandals is pulling a cart behind him .
6022,"2199793371_343809ff70.jpg,A",brown and white dog plays with a soccer ball on snowy ground .
6023,"2199793371_343809ff70.jpg,A",dog is playing with a football in the snow .
6024,"2199793371_343809ff70.jpg,Large",brown dog playing with soccer ball in snow
6025,"2199793371_343809ff70.jpg,The",pitbull returns the chewed up soccer ball in the snow .
6026,"2199793371_343809ff70.jpg,This",brown pitbull is carrying a soccer ball in his mouth .
6027,"2200901777_f6c168bd32.jpg,A",closeup of a teenage girl wearing red beads .
6028,"2200901777_f6c168bd32.jpg,A",girl with a Gonzaga sweatshirt and red beads smiles .
6029,"2200901777_f6c168bd32.jpg,a",teenager is wearing a grey hooded top and some red beads around her neck .
6030,"2200901777_f6c168bd32.jpg,""A","young woman with light brown hair wearing a red beaded neclace , a Gonzaga sweatshirt and earrings stands smiling ."""
6031,"2200901777_f6c168bd32.jpg,""Young","blond woman with red beads , gray sweatshirt marked GONTAGA ."""
6032,"2201192417_d934730fea.jpg,a",boy runs through the grass .
6033,"2201192417_d934730fea.jpg,A",child in a green and white sports uniform is running over grass .
6034,"2201192417_d934730fea.jpg,A",little boy in a green soccer uniform is running on the grass .
6035,"2201192417_d934730fea.jpg,A",little boy wearing a green soccer strip is running on the grass .
6036,"2201192417_d934730fea.jpg,Boy",wearing a green and white soccer uniform running through the grass .
6037,"2201222219_8d656b0633.jpg,A",boy is sitting on a brightly colored chair next to a child 's book playing a guitar .
6038,"2201222219_8d656b0633.jpg,A",toddler is sitting on a red checked chair whilst playing a guitar .
6039,"2201222219_8d656b0633.jpg,A",young child is sitting in a colorful chair with a guitar in his hands and a book sitting next to him .
6040,"2201222219_8d656b0633.jpg,A",young child playing guitar on the chair
6041,"2201222219_8d656b0633.jpg,Young",barefoot boy playing a guitar setting in a large muti colored chair with a picture of three pigs beside him .
6042,"2201951969_0d7520d648.jpg,a",female surfer
6043,"2201951969_0d7520d648.jpg,A",woman in a wetsuit aids a fish in need of attention .
6044,"2201951969_0d7520d648.jpg,A",woman in a wetsuit in surfing in the ocean .
6045,"2201951969_0d7520d648.jpg,A",young woman wearing a wetsuit is in the ocean .
6046,"2201951969_0d7520d648.jpg,The",surfer is wearing a black body suit while picking up her board .
6047,"2201978994_c444e64810.jpg,Two",children in the woods near a pond .
6048,"2201978994_c444e64810.jpg,Two",children standing near a wheelbarrow are looking at the lake in front of them .
6049,"2201978994_c444e64810.jpg,Two",kids in winter clothing play near a lakefront .
6050,"2201978994_c444e64810.jpg,Two",kids look into the forest
6051,"2201978994_c444e64810.jpg,Two",people stand near a red wheelbarrow .
6052,"2203286182_b453e9d176.jpg,A",black dog about to catch a flying disc .
6053,"2203286182_b453e9d176.jpg,A",black dog is attempting to catch a thrown object that is red .
6054,"2203286182_b453e9d176.jpg,A",black dog is chasing after a red Frisbee .
6055,"2203286182_b453e9d176.jpg,A",fast black and white dog is running to catch a red Frisbee .
6056,"2203286182_b453e9d176.jpg,Black",dog chasing an orange Frisbee .
6057,"2203449950_e51d0f9065.jpg,""A","girl in a frilly pink dress , dancing on grass ."""
6058,"2203449950_e51d0f9065.jpg,A",toddler in a pink dress walks through the grass .
6059,"2203449950_e51d0f9065.jpg,A",young girl dressed in a princess costume dress
6060,"2203449950_e51d0f9065.jpg,A",young girl dressed up in a princess costume outside .
6061,"2203449950_e51d0f9065.jpg,The",young girl standing on the grass is wearing a pink dress .
6062,"2203615439_3c7cdc39dc.jpg,A",man dressed in denim is walking along a snow covered street next to red brick buildings .
6063,"2203615439_3c7cdc39dc.jpg,A",man in blue walks down a snowy street next to a brick building .
6064,"2203615439_3c7cdc39dc.jpg,A",man stands by a building because there is snow and ice on the ground nearby .
6065,"2203615439_3c7cdc39dc.jpg,a",man wearing a jean jacket ND a pair of jeans walking next to a red brick building .
6066,"2203615439_3c7cdc39dc.jpg,man",walking next to building on path clear of snow
6067,"2204277704_f1c8c741ed.jpg,A",boy in a fancy living room jumps from couch to couch .
6068,"2204277704_f1c8c741ed.jpg,A",little boy in a yellow shirt and green shorts jumping on the couch .
6069,"2204277704_f1c8c741ed.jpg,A",young boy leaps from one couch to another .
6070,"2204277704_f1c8c741ed.jpg,A",young boy wearing a yellow shirt is jumping from chair to couch .
6071,"2204277704_f1c8c741ed.jpg,Young",boy wearing a yellow shirt jumps onto the brown couch .
6072,"2204550058_2707d92338.jpg,A",lady stands in the middle of a crowd wearing white gloves .
6073,"2204550058_2707d92338.jpg,A",woman tilts her face upward and lifts her white gloved hand
6074,"2204550058_2707d92338.jpg,A",woman wearing a white glove peers over the crowd .
6075,"2204550058_2707d92338.jpg,A",woman with a white glove and several others .
6076,"2204550058_2707d92338.jpg,A",woman with brown hair wearing white gloves .
6077,"2204695848_3d1b140212.jpg,A",blond girl earring Groucho Marx glasses .
6078,"2204695848_3d1b140212.jpg,A",girl in pink wears a funny nose mask .
6079,"2204695848_3d1b140212.jpg,A",little girl is smiling whilst wearing a fake nose and glasses .
6080,"2204695848_3d1b140212.jpg,Blonde",girl with pink top smiling while wearing funny glasses with large nose .
6081,"2204695848_3d1b140212.jpg,Blond",little girl wearing novelty glasses .
6082,"2204777844_1bcf26bf84.jpg,A",child in red is guided by an adult .
6083,"2204777844_1bcf26bf84.jpg,""A","child in red , wearing rollerskates is being pushed along by an adult in black ."""
6084,"2204777844_1bcf26bf84.jpg,An",adult is assisting a child in the act of ice-skating .
6085,"2204777844_1bcf26bf84.jpg,Child",in red coat gets help with ice skating .
6086,"2204777844_1bcf26bf84.jpg,Older",person is helping a child on ice skates .
6087,"2205088706_d7e633e00d.jpg,a",boy in a red jacket is jumping in the sand
6088,"2205088706_d7e633e00d.jpg,A",child is wearing a red shirt and raising their arms .
6089,"2205088706_d7e633e00d.jpg,A",child plays on the dirt .
6090,"2205088706_d7e633e00d.jpg,A",small child jumps high above a sandy field .
6091,"2205088706_d7e633e00d.jpg,""Boy","in red jumping forward on sand , hill in background ."""
6092,"2205328215_3ffc094cde.jpg,a",long bicyclist wearing a white helmet riding down a mountain path
6093,"2205328215_3ffc094cde.jpg,A",man riding a bike down a hill .
6094,"2205328215_3ffc094cde.jpg,A",person on a bike coming down off a wooded hill .
6095,"2205328215_3ffc094cde.jpg,A",woman is riding a bicycle through a forest .
6096,"2205328215_3ffc094cde.jpg,Person",riding bicycle down dirt hill in wooded area
6097,"2205336881_d9ee4179d3.jpg,A",little girl in pajamas takes a picture with a camera
6098,"2205336881_d9ee4179d3.jpg,A",little girl in pink pajamas tries to operate a camera .
6099,"2205336881_d9ee4179d3.jpg,A",little girl takes a picture while mom watches in boredom .
6100,"2205336881_d9ee4179d3.jpg,Small",girl in pink clothing holding a camera in her hands .
6101,"2205336881_d9ee4179d3.jpg,The",girl in the pink sweater is playing with a camera whilst being watched by the woman on the couch
6102,"2206403470_8c25aa3cf8.jpg,A",little Jewish boy is watching an old man playing the violin in a park .
6103,"2206403470_8c25aa3cf8.jpg,An",old man playing a violin at a park as a young boy watches .
6104,"2206403470_8c25aa3cf8.jpg,An",old man playing the violin is being watched by a child .
6105,"2206403470_8c25aa3cf8.jpg,Little",boy watching an old man play violin in the park .
6106,"2206403470_8c25aa3cf8.jpg,The",young boy listens to the elderly gentleman playing violin at the park .
6107,"2206594874_5e0087c6b7.jpg,A",couple sits at a cramped table in a busy restaurant .
6108,"2206594874_5e0087c6b7.jpg,A",couple sits at a table for lunch in a mall .
6109,"2206594874_5e0087c6b7.jpg,A",man and woman sit at a table in a restaurant .
6110,"2206594874_5e0087c6b7.jpg,A",man and woman sit at a table inside a fast food restaurant .
6111,"2206594874_5e0087c6b7.jpg,The",man wearing black makes a face as the woman across from him speaks .
6112,"2206600240_f65df56a09.jpg,a",elderly lady and a middleaged man talk over a table .
6113,"2206600240_f65df56a09.jpg,A",man and woman sit across from each other at a restaurant table .
6114,"2206600240_f65df56a09.jpg,A",young man and an older woman sitting together in a restaurant .
6115,"2206600240_f65df56a09.jpg,""Man","with older woman , seated at table in sunny , crowded area ."""
6116,"2206600240_f65df56a09.jpg,The",man and the woman are sitting at a table in a food court .
6117,"2206960564_325ed0c7ae.jpg,A",beige puppy walks across the floor .
6118,"2206960564_325ed0c7ae.jpg,A",small puppy rungs towards the camera .
6119,"2206960564_325ed0c7ae.jpg,A",white puppy is running on a tiled floor .
6120,"2206960564_325ed0c7ae.jpg,puppy",running on the floor
6121,"2206960564_325ed0c7ae.jpg,The",white dog ran across the tile floor .
6122,"2207244634_1db1a1890b.jpg,A",man wearing a red helmet jumps up while riding a skateboard .
6123,"2207244634_1db1a1890b.jpg,A",young man wearing a red jacket performs a jump on a red skateboard .
6124,"2207244634_1db1a1890b.jpg,The",helmeted boy is doing a stunt on a skateboard .
6125,"2207244634_1db1a1890b.jpg,The",young man is skateboarding at a skate park .
6126,"2207244634_1db1a1890b.jpg,Young",man is performing a trick on a skateboard in a park .
6127,"2208055895_37cd8e1edf.jpg,A",boy stands inside a half-completed igloo .
6128,"2208055895_37cd8e1edf.jpg,A",boy wearing winter clothing in an igloo
6129,"2208055895_37cd8e1edf.jpg,A",childing hiding in a snow fort .
6130,"2208055895_37cd8e1edf.jpg,a",man in a stripy hat is standing in a house built from ice that has a pair of boots in the doorway .
6131,"2208055895_37cd8e1edf.jpg,Child",inside of large snow fort .
6132,"2208067635_39a03834ca.jpg,A",girl is climbing a rock while someone is filming her .
6133,"2208067635_39a03834ca.jpg,A",little girl is climbing up a rock as her mom 's shadow is casting over the rock .
6134,"2208067635_39a03834ca.jpg,A",small child climbs a large rock while someone casting a shadow takes her picture .
6135,"2208067635_39a03834ca.jpg,A",young girl is rock climbing .
6136,"2208067635_39a03834ca.jpg,The",long black shadow casts a image on the rock while the young girl climbs the rock .
6137,"2208310655_a3d83080c5.jpg,a",boy is kissing a woman on the cheek next to a girl who is wide eyed and sticking out her tongue .
6138,"2208310655_a3d83080c5.jpg,A",mother and two children are posing with funny faces .
6139,"2208310655_a3d83080c5.jpg,""An","adult with two kids , one child making a face and the other kissing the adult 's cheek ."""
6140,"2208310655_a3d83080c5.jpg,Boy",kissing woman and girl sticking out her tongue
6141,"2208310655_a3d83080c5.jpg,""Mother","with two boys , one acting goofy and the other giving her a kiss ."""
6142,"2208631481_3e4a5675e1.jpg,A",black dog is running across a field .
6143,"2208631481_3e4a5675e1.jpg,A",black dog is running in a field of grass and another black dog can be seen behind him .
6144,"2208631481_3e4a5675e1.jpg,The",two black dogs are running through the grass .
6145,"2208631481_3e4a5675e1.jpg,Two",black dogs are running in the grass together .
6146,"2208631481_3e4a5675e1.jpg,Two",black dogs run through a field .
6147,"2209496328_2a34fd201d.jpg,A",Golden Labrador is swimming through water with a red toy in its mouth .
6148,"2209496328_2a34fd201d.jpg,A",white dog swimming while holding a orange toy in his mouth .
6149,"2209496328_2a34fd201d.jpg,A",white dog swims in the water while holding a red object in its mouth .
6150,"2209496328_2a34fd201d.jpg,A",white dog swims through the water with a red toy .
6151,"2209496328_2a34fd201d.jpg,a",yellow dog swimming in the water with something red in his mouth
6152,"2209888959_d636b1be0b.jpg,A",girl in a bathing suit carries a paddle .
6153,"2209888959_d636b1be0b.jpg,A",little girl holds a wooden stick .
6154,"2209888959_d636b1be0b.jpg,A",young girl is pouting her lips and holding a long-handled tool .
6155,"2209888959_d636b1be0b.jpg,The",little girl in the black and red top is holding a long wooden stick .
6156,"2209888959_d636b1be0b.jpg,The",little girl is holding up a stick .
6157,"2210368267_0615754b48.jpg,A",girl in a pink shirt jumping from one couch to another in a well apportioned living room .
6158,"2210368267_0615754b48.jpg,a",little girl in a pink cardigan is jumping from the couch .
6159,"2210368267_0615754b48.jpg,A",little girl in a pink shirt has jumped into the air in her house .
6160,"2210368267_0615754b48.jpg,A",little girl jumps through the air to land on the sofa .
6161,"2210368267_0615754b48.jpg,Girl",jumps from couch to couch .
6162,"2211593099_4a4f1c85d2.jpg,A",group of boys pose for a picture .
6163,"2211593099_4a4f1c85d2.jpg,A",group of boys pose for a picture on a crowded street .
6164,"2211593099_4a4f1c85d2.jpg,A",group of young Middle Eastern kids posing for the picture
6165,"2211593099_4a4f1c85d2.jpg,Children",smiling and making faces to the camera .
6166,"2211593099_4a4f1c85d2.jpg,five",boys smile for the picture .
6167,"2212472643_80238475b5.jpg,A",baby in campflauge crawls on a clean hardwood floor .
6168,"2212472643_80238475b5.jpg,A",small boy wearing pajamas crawls across the floor .
6169,"2212472643_80238475b5.jpg,A",young child is on all fours inside .
6170,"2212472643_80238475b5.jpg,Boy",in camouflage crawls on floor .
6171,"2212472643_80238475b5.jpg,little",boy in Cami crawling on brown floor
6172,"2213113526_beeb4f9bdc.jpg,A",woman holding and posing an infant dressed in a hawaiin shirt on a skateboard .
6173,"2213113526_beeb4f9bdc.jpg,a",woman holds a small baby on a skateboard at the beach
6174,"2213113526_beeb4f9bdc.jpg,A",woman holds a small infant over a skateboard at the beach .
6175,"2213113526_beeb4f9bdc.jpg,a",woman in a brown coat places a baby on a skateboard that is on a wooden runway on the beach .
6176,"2213113526_beeb4f9bdc.jpg,A",woman placing a baby on a skateboard on the beach .
6177,"2214132302_80064fd79d.jpg,A",lady in orange is running .
6178,"2214132302_80064fd79d.jpg,A",woman in an orange jacket and orange glasses is jogging .
6179,"2214132302_80064fd79d.jpg,A",woman in a red jacket and orange glasses is jogging .
6180,"2214132302_80064fd79d.jpg,A",woman in orange sunglasses jogs .
6181,"2214132302_80064fd79d.jpg,A",woman in red with a black headband running on a street with three other people in the background .
6182,"2214847438_4993210d4c.jpg,A",dark haired boy in a gold shirt is inside a piece of blue plastic play equipment .
6183,"2214847438_4993210d4c.jpg,A",little boy in a yellow jersey playing in a playgym .
6184,"2214847438_4993210d4c.jpg,A",small boy plays in a plastic blue tunnel toy .
6185,"2214847438_4993210d4c.jpg,Baby",crawling inside a toy .
6186,"2214847438_4993210d4c.jpg,Little",boy in yellow shirt is climbing out of a plastic playground tunnel .
6187,"2215136723_960edfea49.jpg,A",kid walks on a snowy hill with their arms out .
6188,"2215136723_960edfea49.jpg,a",little boy plays in the snow .
6189,"2215136723_960edfea49.jpg,A",toddler in a red jacket is balancing on top of snow .
6190,"2215136723_960edfea49.jpg,A",young child wearing orange balances on a snowy ledge .
6191,"2215136723_960edfea49.jpg,The",little boy in black and orange walks through the snow .
6192,"2215165918_2bf5b659dd.jpg,A",dog with tiger colorings steps into the water .
6193,"2215165918_2bf5b659dd.jpg,A",large dog stands in the water .
6194,"2215165918_2bf5b659dd.jpg,A",medium sized animal in a lake
6195,"2215165918_2bf5b659dd.jpg,""Dog","in water , looking over shoulder at camera ."""
6196,"2215165918_2bf5b659dd.jpg,Grayhound",dog standing in still water .
6197,"2216568822_84c295c3b0.jpg,A",roller derby woman wearing a helmet has a tattoo of a white Indian pulling back a bow .
6198,"2216568822_84c295c3b0.jpg,a",woman wearing a pink crash helmet has a tattoo of a native American on her shoulder .
6199,"2216568822_84c295c3b0.jpg,The",lady has a tattoo .
6200,"2216568822_84c295c3b0.jpg,This",helmeted person has a tattoo of an indian lady on their arm .
6201,"2216568822_84c295c3b0.jpg,Woman",with red crash helmet and Native American tattoo on her arm .
6202,"2216695423_1362cb25f3.jpg,A",group of large white and orange dogs are in the grass .
6203,"2216695423_1362cb25f3.jpg,Dogs",play with stick
6204,"2216695423_1362cb25f3.jpg,Four",dogs play together outside with sticks .
6205,"2216695423_1362cb25f3.jpg,Four",dogs play with each other and with sticks .
6206,"2216695423_1362cb25f3.jpg,The",dogs are playing with a stick outside .
6207,"2217328285_b1d55c17ca.jpg,A",black and brown dog jumping in midair near a field .
6208,"2217328285_b1d55c17ca.jpg,A",black dog frolics in the snow .
6209,"2217328285_b1d55c17ca.jpg,A",black dog running .
6210,"2217328285_b1d55c17ca.jpg,A",jumping black dog .
6211,"2217328285_b1d55c17ca.jpg,The",black dog leaps a pile of driftwood as he runs the beach .
6212,"2217728745_92b6779016.jpg,A",bald headed man is standing by the beer pumps at the bar .
6213,"2217728745_92b6779016.jpg,A",bunch of beer pull tabs at a bar with Christmas lights on the ceiling .
6214,"2217728745_92b6779016.jpg,A",man in a bar .
6215,"2217728745_92b6779016.jpg,A",picture of five people at a bar with a closeup on the beer taps .
6216,"2217728745_92b6779016.jpg,christmas",tree lights hang on the ceiling .
6217,"2218334049_e649dbdb1a.jpg,A",black and brown dog is standing outdoors at night .
6218,"2218334049_e649dbdb1a.jpg,A",black dog is standing outside in the dark of night .
6219,"2218334049_e649dbdb1a.jpg,A",Doberman Pinscher at night
6220,"2218334049_e649dbdb1a.jpg,Black",dog in the yard at night .
6221,"2218334049_e649dbdb1a.jpg,The",black dog is standing on the grass at night .
6222,"2218519240_cac5aab53c.jpg,A",man is wearing protective hair and face coverings .
6223,"2218519240_cac5aab53c.jpg,A",man wears a clear plastic cap and face mask .
6224,"2218519240_cac5aab53c.jpg,A",man wears a mask around his mouth and a hair net by a brick wall .
6225,"2218519240_cac5aab53c.jpg,a",young man with a hairnet over his hair and his mouth wearing a black jacket .
6226,"2218519240_cac5aab53c.jpg,Young",man wearing hair net on head and face
6227,"2218609886_892dcd6915.jpg,A",man is sitting on the floor outside a door and his head on his chin .
6228,"2218609886_892dcd6915.jpg,A",man sits against a yellow wall wearing all black .
6229,"2218609886_892dcd6915.jpg,A",man wearing a dark blue hat sits on the ground and leans against a building .
6230,"2218609886_892dcd6915.jpg,""Man","with black hat , coat , and pants sitting next to the door of a building ."""
6231,"2218609886_892dcd6915.jpg,The",man in the black hat is sitting on the floor beside the green door .
6232,"2218743570_9d6614c51c.jpg,A",black cat hugging a white and gray dog .
6233,"2218743570_9d6614c51c.jpg,A",black cat playing with a white puppy next to a duck toy .
6234,"2218743570_9d6614c51c.jpg,A",black cat wrestles with a white dog who has blue eyes .
6235,"2218743570_9d6614c51c.jpg,A",dog and a cat are playing on a wooden floor .
6236,"2218743570_9d6614c51c.jpg,A",husky and a black cat nuzzling .
6237,"2218843713_cf28ea319e.jpg,A",boy in a red shirt sits on a rock on the edge of a river .
6238,"2218843713_cf28ea319e.jpg,A",child on a rock in a stream .
6239,"2218843713_cf28ea319e.jpg,A",girl sitting on a rock in the middle of a body of water
6240,"2218843713_cf28ea319e.jpg,Child",wearing a red shirt sits on a rock in the water .
6241,"2218843713_cf28ea319e.jpg,One",boy sitting on a rock in the middle of a body of water .
6242,"2218907190_5f43bf5e4d.jpg,A",dog begins to climb a brick staircase near plants .
6243,"2218907190_5f43bf5e4d.jpg,A",dog climbing stone stairs surrounded by plants .
6244,"2218907190_5f43bf5e4d.jpg,A",dog climbs steps near plants .
6245,"2218907190_5f43bf5e4d.jpg,A",dog runs up some outdoor steps .
6246,"2218907190_5f43bf5e4d.jpg,A",small dog going up concrete stairs near many plants .
6247,"221973402_ecb1cd51f1.jpg,a",black dog chases a boy wearing red and blue .
6248,"221973402_ecb1cd51f1.jpg,A",boy plays with a dog and a Frisbee .
6249,"221973402_ecb1cd51f1.jpg,A",dog with a Frisbee in its mouth chasing a boy in a field .
6250,"221973402_ecb1cd51f1.jpg,A",red shirted boy and a black dog with a Frisbee run in the green grass .
6251,"221973402_ecb1cd51f1.jpg,The",small boy is running in front of a black dog with a Frisbee in its mouth .
6252,"2219805467_370ee1b7aa.jpg,A",brown dog on the beach with a yellow ball in his mouth .
6253,"2219805467_370ee1b7aa.jpg,a",dog runs in the water with a tennis ball in its mouth .
6254,"2219805467_370ee1b7aa.jpg,A",tan dog runs at the beach carrying a yellow ball .
6255,"2219805467_370ee1b7aa.jpg,A",yellow dog carries a ball in its mouth on the beach .
6256,"2219805467_370ee1b7aa.jpg,The",yellow dog walks on the beach with a tennis ball in its mouth .
6257,"2219805677_7b7cc188c7.jpg,A",dog gets ready to catch a yellow ball while standing in the sand .
6258,"2219805677_7b7cc188c7.jpg,A",dog trying to catch a tennis ball .
6259,"2219805677_7b7cc188c7.jpg,A",dog watches a tennis ball on the beach .
6260,"2219805677_7b7cc188c7.jpg,A",gold dog is on the beach and is looking at the tennis ball in the air .
6261,"2219805677_7b7cc188c7.jpg,a",golden dog tries to catch a ball
6262,"2219959872_988e6d498e.jpg,A",man and two kids standing in front of an ancient building .
6263,"2219959872_988e6d498e.jpg,A",man in a red muscle shirt poses for a picture beside a stone building whilst other people pass by .
6264,"2219959872_988e6d498e.jpg,A",man in a red shirt is standing with two fitls in front of an old structure .
6265,"2219959872_988e6d498e.jpg,A",man poses outside a tourist location .
6266,"2219959872_988e6d498e.jpg,A",man wearing a sleeveless shirt and sunglasses standing next to two children .
6267,"2220175999_081aa9cce8.jpg,Two",big dogs wade in the ocean
6268,"2220175999_081aa9cce8.jpg,Two",dogs are wading in a river .
6269,"2220175999_081aa9cce8.jpg,Two",dogs play in the water .
6270,"2220175999_081aa9cce8.jpg,Two",dogs wade in the water .
6271,"2220175999_081aa9cce8.jpg,Two",dogs walk in a body of water .
6272,"2220185725_45d4fa68d9.jpg,A",man watching two dogs in the water .
